"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Inbetriebnahmedatum der Einheit";"Inbetriebnahmedatum der Einheit am aktuellen Standort";"Registrierungsdatum der Einheit";"Bundesland";"Postleitzahl";"Ort";"Straße";"Hausnummer";"Gemarkung";"Flurstück";"Gemeindeschlüssel";"Gemeinde";"Landkreis";"Koordinate: Breitengrad (WGS84)";"Koordinate: Längengrad (WGS84)";"Überwiegende Nutzungsart der Fläche vor Errichtung";"Bereich der überwiegenden Nutzungsart der Fläche vor Errichtung";"Größe der in Anspruch genommenen Fläche in Hektar";"Zusätzliche Merkmale der Fläche und der aktuellen Flächennutzung";"Technologie der Stromerzeugung";"Volleinspeisung oder Teileinspeisung";"Art der Solaranlage";"Anzahl der Solar-Module";"Hauptausrichtung der Solar-Module";"Hauptneigungswinkel der Solar-Module";"Nutzungsbereich des Gebäudes mit Solaranlage";"Name des Solarparks";"Lichte Höhe in Meter";"Name des Windparks";"Wind an Land oder auf See";"Nabenhöhe der Windenergieanlage";"Rotordurchmesser der Windenergieanlage";"Hersteller der Windenergieanlage";"Typenbezeichnung";"Hauptbrennstoff der Einheit";"MaStR-Nr. der Speichereinheit";"Speichertechnologie";"Nutzbare Speicherkapazität in kWh";"Letzte Aktualisierung";"Datum der endgültigen Stilllegung";"Datum der geplanten Inbetriebnahme";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"MaStR-Nr. der Genehmigung";"Name des Anschluss-Netzbetreibers";"MaStR-Nr. des Anschluss-Netzbetreibers";"Netzbetreiberprüfung";"Spannungsebene";"MaStR-Nr. der Lokation";"MaStR-Nr. der EEG-Anlage";"EEG-Anlagenschlüssel";"Inbetriebnahmedatum der EEG-Anlage";"Installierte Leistung der EEG-Anlage";"Zuschlagnummer (EEG/KWK-Ausschreibung)";"MaStR-Nr. der KWK-Anlage";"Inbetriebnahmedatum der KWK-Anlage";"Elektrische KWK-Leistung";"Thermische Nutzleistung in kW"
"SEE971849394035";"822634";"In Betrieb";"Wind";"2300";"2300";"11/5/2010";"";"5/8/2020";"Brandenburg";"14822";"Schlalach";"";"";"Schlalach";"Flur5: 96";"12069402";"Mühlenfließ";"Potsdam-Mittelmark";"52,167166";"12,828675";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Schlalach";"Windkraft an Land";"138";"82";"ENERCON GmbH";"E-82 E2";"";"";"";"";"12/18/2024";"";"";"Windpark GmbH & Co. Schlalach KG";"ABR956205221545";"SGE957708262165";"50Hertz Transmission GmbH (SNB982046657236)";"SNB982046657236";"Geprüft";"Höchstspannung";"SEL923551470491";"EEG928646082849";"E4045001SCHOENEWALDESCHLALA822634";"11/5/2010";"2300";"";"";"";"";""
"SEE977177265436";"WEA Lebus 01";"In Betrieb";"Wind";"6000";"6000";"11/30/2022";"";"11/30/2022";"Brandenburg";"15326";"Lebus";"";"";"Mallnow";"Flur2: 142";"12064268";"Lebus";"Märkisch-Oderland";"52,438444";"14,489944";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Windpark Lebus";"Windkraft an Land";"169";"162";"Vestas Deutschland GmbH";"V162-6.0 MW";"";"";"";"";"4/30/2024";"";"";"Windpark Lebus-Carzig GmbH & Co. KG";"ABR928472337182";"SGE909220521961";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL997621273718";"EEG980705767098";"E4186001S000000000000145282100002";"11/30/2022";"6000";"WIN20-3/007,";"";"";"";""
"SEE952077887001";"WEA Lebus 02";"In Betrieb";"Wind";"6000";"6000";"4/6/2023";"";"4/17/2023";"Brandenburg";"15326";"Lebus";"";"";"Mallnow";"Flur2: 142";"12064268";"Lebus";"Märkisch-Oderland";"52,442311";"14,492995";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Windpark Mallnow";"Windkraft an Land";"169";"162";"Vestas Deutschland GmbH";"V162-6.0 MW";"";"";"";"";"4/30/2024";"";"";"Windpark Lebus-Carzig GmbH & Co. KG";"ABR928472337182";"SGE970319988385";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL997621273718";"EEG969150875565";"E4186001S000000000000145282100001";"4/6/2023";"6000";"WIN23-2/002,";"";"";"";""
"SEE934078140439";"WP Badingen 70291";"In Betrieb";"Wind";"1500";"1500";"12/15/2004";"";"5/12/2020";"Brandenburg";"16792";"Zehdenick";"Chausseestraße";"1";"";"";"12065356";"Zehdenick";"Oberhavel";"52,998972";"13,26888";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"WP Badingen 70291";"Windkraft an Land";"85";"77";"Nordex Energy GmbH";"S-77";"";"";"";"";"5/12/2020";"";"";"e.disnatur Erneuerbare Energien GmbH";"ABR905749214889";"SGE923460629119";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL982590875612";"EEG931297896093";"E41860010000000000602147106300001";"12/15/2004";"1500";"";"";"";"";""
"SEE911322560878";"Spremberg";"In Betrieb";"Solare Strahlungsenergie";"75,6";"74,6";"12/17/2009";"";"5/12/2020";"Brandenburg";"03130";"Spremberg";"Südstraße";"3";"";"";"12071372";"Spremberg";"Spree-Neiße";"51,516769";"14,340991";"";"";"";"";"";"Volleinspeisung";"Gebäudesolaranlage";"432";"Ost-West";"5 - 20 Grad";"Gewerbe, Handel und Dienstleistungen";"";"";"";"";"";"";"";"";"";"";"";"";"12/16/2021";"";"";"natürliche Person (ABR950618721173)";"ABR950618721173";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL906749035207";"EEG980234222525";"E41081010000000000000000000149182";"12/17/2009";"75,6";"";"";"";"";""
"SEE920299922671";"Windpark Zagelsdorf WEA 06";"In Betrieb";"Wind";"2530";"2530";"5/13/2016";"";"5/12/2020";"Brandenburg";"15936";"Dahme";"";"";"Zagelsdorf";"Flur2: 147, 148";"12072053";"Dahme/Mark";"Teltow-Fläming";"51,87";"13,47";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Windpark Zagelsdorf";"Windkraft an Land";"120";"120";"GE Wind Energy GmbH";"GE2.5";"";"";"";"";"3/25/2025";"";"";"FP Lux Wind GmbH & Co. Zagelsdorf KG";"ABR915934031122";"SGE947579180323";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL910953022144";"EEG995804613337";"E4186001SZP0000000000082595700001";"5/13/2016";"2530";"";"";"";"";""
"SEE975022311611";"Windpark Zagelsdorf WEA 07";"In Betrieb";"Wind";"2530";"2530";"5/13/2016";"";"5/12/2020";"Brandenburg";"15936";"Dahme";"";"";"Rosenthal";"Flur2: 33";"12072053";"Dahme/Mark";"Teltow-Fläming";"51,87";"13,47";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Windpark Zagelsdorf";"Windkraft an Land";"120";"120";"GE Wind Energy GmbH";"GE2.5";"";"";"";"";"1/29/2025";"";"";"FP Lux Wind GmbH & Co. Zagelsdorf KG";"ABR915934031122";"SGE947579180323";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL910953022144";"EEG907332564036";"E4186001SZP0000000000082595700002";"5/13/2016";"2530";"";"";"";"";""
"SEE947541385336";"Windpark Zagelsdorf WEA 10";"In Betrieb";"Wind";"2530";"2530";"6/16/2016";"";"5/13/2020";"Brandenburg";"15936";"Dahme";"";"";"Rosenthal";"Flur3: 056";"12072053";"Dahme/Mark";"Teltow-Fläming";"51,87";"13,498";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Windpark Zagelsdorf";"Windkraft an Land";"120";"120";"GE Wind Energy GmbH";"GE2.5";"";"";"";"";"6/2/2025";"";"";"FP Lux Wind GmbH & Co. Zagelsdorf KG";"ABR915934031122";"SGE947579180323";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL910953022144";"EEG971636382221";"E4186001SZP0000000000082595700004";"6/16/2016";"2530";"";"";"";"";""
"SEE958026275493";"Windpark Zagelsdorf WEA 11";"In Betrieb";"Wind";"2530";"2530";"6/7/2016";"";"5/13/2020";"Brandenburg";"15936";"Dahme";"";"";"Rosenthal";"Flur2: 037";"12072053";"Dahme/Mark";"Teltow-Fläming";"51,87";"13,47";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Windpark Zagelsdorf";"Windkraft an Land";"120";"120";"GE Wind Energy GmbH";"GE2.5";"";"";"";"";"4/22/2025";"";"";"FP Lux Wind GmbH & Co. Zagelsdorf KG";"ABR915934031122";"SGE947579180323";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL910953022144";"EEG900361134980";"E4186001SZP0000000000082595700003";"6/7/2016";"2530";"";"";"";"";""
"SEE964890708197";"Windpark Zagelsdorf WEA 13";"In Betrieb";"Wind";"2530";"2530";"6/16/2016";"";"5/13/2020";"Brandenburg";"15936";"Dahme";"";"";"Rosenthal";"Flur3: 028, 029";"12072053";"Dahme/Mark";"Teltow-Fläming";"51,87";"13,49";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Windpark Zagelsdorf";"Windkraft an Land";"120";"120";"GE Wind Energy GmbH";"GE2.5";"";"";"";"";"6/2/2025";"";"";"FP Lux Wind GmbH & Co. Zagelsdorf KG";"ABR915934031122";"SGE947579180323";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL910953022144";"EEG919832491606";"E4186001SZP0000000000082595700005";"6/16/2016";"2530";"";"";"";"";""
"SEE905924677461";"Thöringswerder West";"In Betrieb";"Solare Strahlungsenergie";"3009,6";"2773,8";"8/31/2013";"";"5/13/2020";"Brandenburg";"16269";"Wriezen";"Altkietz";"19";"";"";"12064512";"Wriezen";"Märkisch-Oderland";"52,723905";"14,14181";"Halde";"Siedlung";"5,06";"Konversionsfläche";"";"Volleinspeisung";"Freiflächensolaranlage";"25780";"Süd";"21 - 40 Grad";"";"Thöringswerder West Solarstrom 2";"";"";"";"";"";"";"";"";"";"";"";"10/16/2025";"";"";"Thöringswerder West Solarstrom GmbH & Co. KG";"ABR906709070163";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL996398614304";"EEG976612668108";"E4186001S000000000000060222800001";"8/31/2013";"3009,6";"";"";"";"";""
"SEE905916649735";"822633";"In Betrieb";"Wind";"2300";"2300";"11/11/2010";"";"5/14/2020";"Brandenburg";"14822";"Schlalach";"";"";"Schlalach";"Flur5: 91";"12069402";"Mühlenfließ";"Potsdam-Mittelmark";"52,169956";"12,82927";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Schlalach";"Windkraft an Land";"138";"82";"ENERCON GmbH";"E-82 E2";"";"";"";"";"12/18/2024";"";"";"Windpark GmbH & Co. Schlalach KG";"ABR956205221545";"SGE957708262165";"50Hertz Transmission GmbH (SNB982046657236)";"SNB982046657236";"Geprüft";"Höchstspannung";"SEL923551470491";"EEG900883558790";"E4045001SCHOENEWALDESCHLALA822633";"11/11/2010";"2300";"";"";"";"";""
"SEE958591368187";"V204872";"In Betrieb";"Wind";"3450";"3450";"12/29/2014";"";"5/14/2020";"Brandenburg";"15236";"Jacobsdorf";"";"";"Jacobsdorf";"Flur 1 Flurstück 204";"12067237";"Jacobsdorf";"Oder-Spree";"52,354189";"14,360081";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"MLK Windpark Lichtenberg Nr. 55 GmbH & Co. KG";"Windkraft an Land";"140";"112";"Vestas Deutschland GmbH";"V112";"";"";"";"";"1/28/2025";"";"";"MLK Windpark Lichtenberg Nr. 55 GmbH & Co. KG";"ABR968131763389";"SGE909341422260";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL943000953160";"EEG901931929845";"E4186001EA03000000000062458300003";"12/29/2014";"3450";"";"";"";"";""
"SEE988950550229";"V204873";"In Betrieb";"Wind";"3450";"3450";"12/30/2014";"";"5/14/2020";"Brandenburg";"15236";"Jacobsdorf";"";"";"Jacobsdorf";"Flur 1 Flurstück 204";"12067237";"Jacobsdorf";"Oder-Spree";"52,350003";"14,359111";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"MLK Windpark Lichtenberg Nr. 55 GmbH & Co. KG";"Windkraft an Land";"140";"112";"Vestas Deutschland GmbH";"V112";"";"";"";"";"6/3/2025";"";"";"MLK Windpark Lichtenberg Nr. 55 GmbH & Co. KG";"ABR968131763389";"SGE909341422260";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"In Prüfung";"Hochspannung";"SEL943000953160";"EEG915717534802";"E4186001EA04000000000062458300004";"12/30/2014";"3450";"";"";"";"";""
"SEE988247219785";"V204875";"In Betrieb";"Wind";"2000";"2000";"12/15/2014";"";"5/14/2020";"Brandenburg";"15236";"Jacobsdorf";"";"";"Petersdorf";"Flur 2 Flurstück 268";"12067237";"Jacobsdorf";"Oder-Spree";"52,369983";"14,353008";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"MLK Windpark Petershagen Nr. 56 GmbH & Co. KG";"Windkraft an Land";"105";"90";"Vestas Deutschland GmbH";"V90";"";"";"";"";"6/3/2025";"";"";"MLK Windpark Petershagen Nr. 56 GmbH & Co. KG";"ABR999972212200";"SGE947116613383";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL989998651916";"EEG990792304670";"E4186001EA01000000000062458300001";"12/15/2014";"2000";"";"";"";"";""
"SEE948963738502";"V204874";"In Betrieb";"Wind";"2000";"2000";"12/18/2014";"";"5/14/2020";"Brandenburg";"15236";"Jacobsdorf";"";"";"Sieversdorf";"Flur 14 Flurstück 118";"12067237";"Jacobsdorf";"Oder-Spree";"52,368043";"14,35779";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"MLK Windpark Petershagen Nr. 56 GmbH & Co. KG";"Windkraft an Land";"105";"90";"Vestas Deutschland GmbH";"V90";"";"";"";"";"6/3/2025";"";"";"MLK Windpark Petershagen Nr. 56 GmbH & Co. KG";"ABR999972212200";"SGE947116613383";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL989998651916";"EEG968061969578";"E4186001EA02000000000062458300002";"12/18/2014";"2000";"";"";"";"";""
"SEE917063315579";"822632";"In Betrieb";"Wind";"2300";"2300";"11/23/2010";"";"5/14/2020";"Brandenburg";"14822";"Schlalach";"";"";"Schlalach";"Flur5: 86";"12069402";"Mühlenfließ";"Potsdam-Mittelmark";"52,172367";"12,830308";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Schlalach";"Windkraft an Land";"138";"82";"ENERCON GmbH";"E-82 E2";"";"";"";"";"12/18/2024";"";"";"Windpark GmbH & Co. Schlalach KG";"ABR956205221545";"SGE957708262165";"50Hertz Transmission GmbH (SNB982046657236)";"SNB982046657236";"Geprüft";"Höchstspannung";"SEL923551470491";"EEG915848663822";"E4045001SCHOENEWALDESCHLALA822632";"11/23/2010";"2300";"";"";"";"";""
"SEE945167561615";"Thöringswerder West";"In Betrieb";"Solare Strahlungsenergie";"3177,6";"2773,8";"9/30/2013";"";"5/18/2020";"Brandenburg";"16269";"Wriezen";"";"";"Altrebbin";"Flur 1";"12064512";"Wriezen";"Märkisch-Oderland";"52,429457";"14,290446";"Halde";"Siedlung";"5,48";"Konversionsfläche";"";"Volleinspeisung";"Freiflächensolaranlage";"13240";"Süd";"21 - 40 Grad";"";"Thöringswerder West Solarstrom";"";"";"";"";"";"";"";"";"";"";"";"10/16/2025";"";"";"Thöringswerder West Solarstrom GmbH & Co. KG";"ABR906709070163";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL996398614304";"EEG979166988043";"E4186001S000000000000060222800002";"9/30/2013";"3177,6";"";"";"";"";""
"SEE958366099452";"WEA 02-70294 MD77";"In Betrieb";"Wind";"1500";"1500";"12/17/2003";"";"5/18/2020";"Brandenburg";"16845";"Kantow";"";"";"Kantow";"3/69/1";"12068477";"Wusterhausen/Dosse";"Ostprignitz-Ruppin";"52,933624";"12,592861";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Windpark Kantow";"Windkraft an Land";"85";"77";"REpower Systems SE";"MD77";"";"";"";"";"2/9/2022";"";"";"Windpark Kantow GmbH & Co. KG";"ABR970479247216";"SGE960465971768";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL998897568959";"EEG967635199953";"E41860010000000000602143737900004";"12/17/2003";"1500";"";"";"";"";""
"SEE931787052695";"WEA 03-70293 MD77";"In Betrieb";"Wind";"1500";"1500";"12/17/2003";"";"5/18/2020";"Brandenburg";"16845";"Kantow";"";"";"Kantow";"3/69/1";"12068477";"Wusterhausen/Dosse";"Ostprignitz-Ruppin";"52,931276";"12,596349";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Windpark Kantow";"Windkraft an Land";"85";"77";"REpower Systems SE";"MD77";"";"";"";"";"2/9/2022";"";"";"Windpark Kantow GmbH & Co. KG";"ABR970479247216";"SGE960465971768";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL998897568959";"EEG984949779138";"E41860010000000000602143737900003";"12/17/2003";"1500";"";"";"";"";""
"SEE951948446439";"WEA 05-70277 MD77";"In Betrieb";"Wind";"1500";"1500";"12/12/2003";"";"5/18/2020";"Brandenburg";"16845";"Kantow";"";"";"Kantow";"2/341/1";"12068477";"Wusterhausen/Dosse";"Ostprignitz-Ruppin";"52,927413";"12,604312";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Windpark Kantow";"Windkraft an Land";"85";"77";"REpower Systems SE";"MD77";"";"";"";"";"2/9/2022";"";"";"Windpark Kantow GmbH & Co. KG";"ABR970479247216";"SGE960465971768";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL998897568959";"EEG911350980020";"E41860010000000000602143737900006";"12/12/2003";"1500";"";"";"";"";""
"SEE990016543526";"A2 Ausweg 2";"In Betrieb";"Wind";"2000";"2000";"12/22/2003";"";"5/18/2020";"Brandenburg";"17291";"Gramzow";"";"";"Lützlow";"Flur 6 Flurstück 78";"12073008";"Angermünde";"Uckermark";"53,254369";"14,036575";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"RH Randowhöhe";"Windkraft an Land";"100";"80";"Vestas Deutschland GmbH";"Vestas V80/80/2000";"";"";"";"";"3/27/2025";"";"";"Windfeld Randowhöhe II GmbH";"ABR973384365150";"SGE962936261736";"50Hertz Transmission GmbH (SNB982046657236)";"SNB982046657236";"Geprüft";"Höchstspannung";"SEL946360652124";"EEG940975990183";"E40450010000000000000001684900026";"12/22/2003";"2000";"";"";"";"";""
"SEE930026821801";"E4 Eickstedter Weg 4";"In Betrieb";"Wind";"1500";"1500";"12/30/2003";"";"5/18/2020";"Brandenburg";"17291";"Randowtal";"";"";"Wollin";"Flur 1 Flurstück 484";"12073458";"Randowtal";"Uckermark";"53,281559";"14,042139";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"RH Randowhöhe";"Windkraft an Land";"100";"77";"Nordex Energy GmbH";"Südwind S77/77/1500";"";"";"";"";"3/27/2025";"";"";"Windfeld Randowhöhe II GmbH";"ABR973384365150";"SGE962936261736";"50Hertz Transmission GmbH (SNB982046657236)";"SNB982046657236";"Geprüft";"Höchstspannung";"SEL946360652124";"EEG987180030495";"E40450010000000000000007025700032";"12/30/2003";"1500";"";"";"";"";""
"SEE937160333696";"E5 Eickstedter Weg 5";"In Betrieb";"Wind";"1500";"1500";"12/29/2003";"";"5/18/2020";"Brandenburg";"17291";"Randowtal";"";"";"Wollin";"Flur 1 Flurstück 360";"12073458";"Randowtal";"Uckermark";"53,278948";"14,045807";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"RH Randowhöhe";"Windkraft an Land";"100";"77";"Nordex Energy GmbH";"Südwind S77/77/1500";"";"";"";"";"3/27/2025";"";"";"Windfeld Randowhöhe II GmbH";"ABR973384365150";"SGE962936261736";"50Hertz Transmission GmbH (SNB982046657236)";"SNB982046657236";"Geprüft";"Höchstspannung";"SEL946360652124";"EEG980738125339";"E40450010000000000000007026300033";"12/29/2003";"1500";"";"";"";"";""
"SEE957002628209";"H4 Hoher Damm 4";"In Betrieb";"Wind";"2000";"2000";"4/28/2004";"";"5/18/2020";"Brandenburg";"17291";"Gramzow";"";"";"Lützlow";"Flur 6 Flurstück 78";"12073008";"Angermünde";"Uckermark";"53,259021";"14,035306";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"RH Randowhöhe";"Windkraft an Land";"100";"80";"Vestas Deutschland GmbH";"Vestas V80/80/2000";"";"";"";"";"3/27/2025";"";"";"Windfeld Randowhöhe II GmbH";"ABR973384365150";"SGE962936261736";"50Hertz Transmission GmbH (SNB982046657236)";"SNB982046657236";"Geprüft";"Höchstspannung";"SEL946360652124";"EEG903007206829";"E40450010000000000000001841500038";"4/28/2004";"2000";"";"";"";"";""
"SEE907539631708";"L2 Lützlower Weg 2";"In Betrieb";"Wind";"2000";"2000";"4/23/2004";"";"5/18/2020";"Brandenburg";"17291";"Gramzow";"";"";"Lützlow";"Flur 2 Flurstück 122";"12073008";"Angermünde";"Uckermark";"53,253165";"14,049007";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"RH Randowhöhe";"Windkraft an Land";"100";"80";"Vestas Deutschland GmbH";"Vestas V80/80/2000";"";"";"";"";"3/27/2025";"";"";"Windfeld Randowhöhe II GmbH";"ABR973384365150";"SGE962936261736";"50Hertz Transmission GmbH (SNB982046657236)";"SNB982046657236";"Geprüft";"Höchstspannung";"SEL946360652124";"EEG936481781353";"E40450010000000000000001841400040";"4/23/2004";"2000";"";"";"";"";""
"SEE975295187340";"L3 Lützlower Weg 3";"In Betrieb";"Wind";"2000";"2000";"4/22/2004";"";"5/19/2020";"Brandenburg";"17291";"Gramzow";"";"";"Lützlow";"Flur 2 Flurstück 122";"12073008";"Angermünde";"Uckermark";"53,255741";"14,04842";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"RH Randowhöhe";"Windkraft an Land";"100";"80";"Vestas Deutschland GmbH";"Vestas V80/80/2000";"";"";"";"";"3/27/2025";"";"";"Windfeld Randowhöhe II GmbH";"ABR973384365150";"SGE962936261736";"50Hertz Transmission GmbH (SNB982046657236)";"SNB982046657236";"Geprüft";"Höchstspannung";"SEL946360652124";"EEG902084371116";"E40450010000000000000001841300041";"4/22/2004";"2000";"";"";"";"";""
"SEE957769201899";"L7 Lützlower Weg 7";"In Betrieb";"Wind";"1500";"1500";"12/9/2003";"";"5/19/2020";"Brandenburg";"17291";"Randowtal";"";"";"Wollin";"Flur 1 Flurstück 451";"12073458";"Randowtal";"Uckermark";"53,266306";"14,047108";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"RH Randowhöhe";"Windkraft an Land";"100";"77";"GE Wind Energy GmbH";"GE 1.5sl/77/1500";"";"";"";"";"3/27/2025";"";"";"Windfeld Randowhöhe II GmbH";"ABR973384365150";"SGE962936261736";"50Hertz Transmission GmbH (SNB982046657236)";"SNB982046657236";"Geprüft";"Höchstspannung";"SEL946360652124";"EEG942579462974";"E40450010000000000001556102800045";"12/9/2003";"1500";"";"";"";"";""
"SEE997082467824";"M2 Mitteldamm 2";"In Betrieb";"Wind";"1500";"1500";"12/19/2003";"";"5/19/2020";"Brandenburg";"17291";"Randowtal";"";"";"Wollin";"Flur 1 Flurstück 500";"12073458";"Randowtal";"Uckermark";"53,274427";"14,047591";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"RH Randowhöhe";"Windkraft an Land";"100";"77";"Nordex Energy GmbH";"Südwind S77/77/1500";"";"";"";"";"3/27/2025";"";"";"Windfeld Randowhöhe II GmbH";"ABR973384365150";"SGE962936261736";"50Hertz Transmission GmbH (SNB982046657236)";"SNB982046657236";"Geprüft";"Höchstspannung";"SEL946360652124";"EEG906486981706";"E40450010000000000000007025900047";"12/19/2003";"1500";"";"";"";"";""
"SEE946850992792";"WEA 06-70275 MD77";"In Betrieb";"Wind";"1500";"1500";"12/12/2003";"";"5/19/2020";"Brandenburg";"16845";"Kantow";"";"";"Kantow";"1/14";"12068477";"Wusterhausen/Dosse";"Ostprignitz-Ruppin";"52,935259";"12,597661";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Windpark Kantow";"Windkraft an Land";"85";"77";"REpower Systems SE";"MD77";"";"";"";"";"2/9/2022";"";"";"Windpark Kantow GmbH & Co. KG";"ABR970479247216";"SGE960465971768";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL998897568959";"EEG943391433081";"E41860010000000000602143737900007";"12/12/2003";"1500";"";"";"";"";""
"SEE948633953907";"WEA 07-70276 MD77";"In Betrieb";"Wind";"1500";"1500";"12/12/2003";"";"5/19/2020";"Brandenburg";"16845";"Kantow";"";"";"Kantow";"2/357/1";"12068477";"Wusterhausen/Dosse";"Ostprignitz-Ruppin";"52,932003";"12,602021";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Windpark Kantow";"Windkraft an Land";"85";"77";"REpower Systems SE";"MD77";"";"";"";"";"2/9/2022";"";"";"Windpark Kantow GmbH & Co. KG";"ABR970479247216";"SGE960465971768";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL998897568959";"EEG900913633329";"E41860010000000000602143737900008";"12/12/2003";"1500";"";"";"";"";""
"SEE974590786210";"WEA 08-70291 MD77";"In Betrieb";"Wind";"1500";"1500";"12/12/2003";"";"5/19/2020";"Brandenburg";"16845";"Kantow";"";"";"Kantow";"1/1/2";"12068477";"Wusterhausen/Dosse";"Ostprignitz-Ruppin";"52,925946";"12,609139";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Windpark Kantow";"Windkraft an Land";"85";"77";"REpower Systems SE";"MD77";"";"";"";"";"2/9/2022";"";"";"Windpark Kantow GmbH & Co. KG";"ABR970479247216";"SGE960465971768";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL998897568959";"EEG973980764036";"E41860010000000000602143737900009";"12/12/2003";"1500";"";"";"";"";""
